Chapter Name,Section Name,Verse,Translation
அறத்துப்பால் , செய்ந்நன்றி அறிதல் ,"எந்நன்றி	கொன்றார்க்கும்	உய்வுண்டாம்	உய்வில்லை			செய்ந்நன்றி	கொன்ற	மகற்கு.	","Who every good have killed, may yet destruction flee; Who 'benefit' has killed, that man shall ne'er 'scape free! "
அறத்துப்பால் , நடுவு நிலைமை ,"தகுதி	எனவொன்று	நன்றே	பகுதியால்			பாற்பட்டு	ஒழுகப்	பெறின்.	","If justice, failing not, its quality maintain, Giving to each his due, -'tis man's one highest gain. "
அறத்துப்பால் , நடுவு நிலைமை ,"செப்பம்	உடையவன்	ஆக்கஞ்	சிதைவின்றி			எச்சத்திற்	கேமாப்பு	உடைத்து.	","The just man's wealth unwasting shall endure, And to his race a lasting joy ensure. "
அறத்துப்பால் , நடுவு நிலைமை ,"நன்றே	தரினும்	நடுவிகந்தாம்	ஆக்கத்தை			அன்றே	யொழிய	விடல்.	","Though only good it seem to give, yet gain By wrong acquired, not e'en one day retain! "
அறத்துப்பால் , நடுவு நிலைமை ,"தக்கார்	தகவிலர்	என்பது	அவரவர்			எச்சத்தாற்	காணப்ப	படும்.	",Who just or unjust lived shall soon appear: By each one's offspring shall the truth be clear. 
அறத்துப்பால் , நடுவு நிலைமை ,"கேடும்	பெருக்கமும்	இல்லல்ல	நெஞ்சத்துக்			கோடாமை	சான்றோர்க்	கணி.	",The gain and loss in life are not mere accident; Just mind inflexible is sages' ornament. 
அறத்துப்பால் , நடுவு நிலைமை ,"கெடுவல்யான்	என்பது	அறிகதன்	நெஞ்சம்			நடுவொரீஇ	அல்ல	செயின்.	","If, right deserting, heart to evil turn, Let man impending ruin's sign discern! "
அறத்துப்பால் , நடுவு நிலைமை ,"கெடுவாக	வையாது	உலகம்	நடுவாக			நன்றிக்கண்	தங்கியான்	தாழ்வு.	","The man who justly lives, tenacious of the right, In low estate is never low to wise man's sight. "
அறத்துப்பால் , நடுவு நிலைமை ,"சமன்செய்து	சீர்தூக்குங்	கோல்போல்	அமைந்தொருபால்			கோடாமை	சான்றோர்க்	கணி.	","To stand, like balance-rod that level hangs and rightly weighs, With calm unbiassed equity of soul, is sages' praise. "
அறத்துப்பால் , நடுவு நிலைமை ,"சொற்கோட்டம்	இல்லது	செப்பம்	ஒருதலையா			உட்கோட்டம்	இன்மை	பெறின்.	","Inflexibility in word is righteousness, If men inflexibility of soul possess. "
அறத்துப்பால் , நடுவு நிலைமை ,"வாணிகம்	செய்வார்க்கு	வாணிகம்	பேணிப்			பிறவும்	தமபோல்	செயின்.	","As thriving trader is the trader known, Who guards another's interests as his own. "
அறத்துப்பால் , அடக்கமுடைமை ,"அடக்கம்	அமரருள்	உய்க்கும்	அடங்காமை			ஆரிருள்	உய்த்து	விடும்.	","Control of self does man conduct to bliss th' immortals share; Indulgence leads to deepest night, and leaves him there. "
அறத்துப்பால் , அடக்கமுடைமை ,"காக்க	பொருளா	அடக்கத்தை	ஆக்கம்			அதனினூஉங்	கில்லை	உயிர்க்கு.	",Guard thou as wealth the power of self-control; Than this no greater gain to living soul! 
